ID,address,info,z_address,bathrooms,bedrooms,finishedsqft,lastsolddate,lastsoldprice,latitude,longitude,neighborhood,totalrooms,usecode,yearbuilt,zestimate,zindexvalue,zipcode,zpid
11540,Address: 500 Magellan Avenue, San FranciscoSales price: 2350000Sales date: 10/18/2013Bedrooms: 2Square feet: 2820Lot size: 7662,500 Magellan Ave,3,5,3128,10/18/2013,2350000,37.744472,-122.466377,Forest Hill,9,SingleFamily,1921,2919470,"1,926,800",94116,15134053
11541,Address: 101 Cortes Avenue, San FranciscoSales price: 3549000Sales date: 10/18/2013Bedrooms: 4Square feet: 4030Lot size: 9922,101 Cortes Ave,3.5,5,4419,10/18/2013,3549000,37.744097,-122.465853,Forest Hill,9,SingleFamily,1917,3660765,"1,926,800",94116,15134031
11543,Address: 2042 Grove Street, San FranciscoSales price: 1025000Sales date: 10/18/2013Bedrooms: 0Square feet: 1636Lot size: 3421,2042 Grove St,1,2,1600,10/18/2013,1025000,37.77465,-122.450267,North Panhandle,6,SingleFamily,1925,1270243,"1,211,900",94117,79844900
11544,Address: 51 14th Avenue, San FranciscoSales price: 1120000Sales date: 10/18/2013Bedrooms: 2Square feet: 1245Lot size: 2250,51 14th Ave,1.5,2,1245,10/18/2013,1120000,37.78657,-122.473565,Lake,5,Condominium,1940,1139236,"2,202,400",94118,15089222
11545,Address: 352 Lake Street, San FranciscoSales price: 2850000Sales date: 10/18/2013Bedrooms: 0Square feet: 3225Lot size: 3750,352 Lake St,3,6,4129,10/18/2013,2850000,37.786982,-122.463338,Lake,14,SingleFamily,1905,4557105,"2,202,400",94118,15089385
11546,Address: 502 20th Avenue, San FranciscoSales price: 321000Sales date: 10/18/2013Bedrooms: 0Square feet: 1838Lot size: 2060,502 20th Ave,2,3,1700,10/18/2013,321000,37.778276,-122.478964,Central Richmond,8,SingleFamily,1918,1735083,"1,480,400",94121,15095320
11547,Address: 775 41st Avenue, San FranciscoSales price: 1100000Sales date: 10/18/2013Bedrooms: 0Square feet: 2150Lot size: 2996,775 41st Ave,2.5,3,2150,10/18/2013,1100000,37.774124,-122.501824,Outer Richmond,7,SingleFamily,1923,1380008,"1,187,700",94121,15096884
11548,Address: 2528 Union Street, San FranciscoSales price: 4200000Sales date: 10/18/2013Bedrooms: 0Square feet: 2883Lot size: 3781,2528 Union St,3,4,2883,10/18/2013,4200000,37.796589,-122.441677,Cow Hollow,8,SingleFamily,1926,5522364,"2,134,300",94123,15080421
11550,Address: 367 Head Street, San FranciscoSales price: 685000Sales date: 10/18/2013Bedrooms: 3Square feet: 1496Lot size: 2500,367 Head St,2,3,1496,10/18/2013,685000,37.713725,-122.464671,Ingleside Heights,7,SingleFamily,1941,810772,"688,100",94132,15194950
11551,Address: 250 King Street #518, San FranciscoSales price: 250500Sales date: 10/17/2013Bedrooms: 2Square feet: 1197Lot size: 213232,250 King St UNIT 518,2,2,1197,10/17/2013,250500,37.777641,-122.393417,South of Market,4,Condominium,2004,1251724,"957,300",94107,80741499
11552,Address: 49 Missouri Street #5, San FranciscoSales price: 1099000Sales date: 10/17/2013Bedrooms: 0Square feet: 1999Lot size: 10190,49 Missouri St APT 5,2.5,3,1999,10/17/2013,1099000,37.765924,-122.39654,Potrero Hill,3,Condominium,1997,1569273,"1,264,000",94107,15148805
11554,Address: 442 Mississippi Street, San FranciscoSales price: 1600000Sales date: 10/17/2013Bedrooms: 3Square feet: 2031Lot size: 2479,442 Mississippi St,2,3,2031,10/17/2013,1600000,37.760862,-122.394733,Potrero Hill,5,Condominium,2001,2895862,"1,264,000",94107,59700614
11556,Address: 112 San Jose Avenue #IT1, San FranciscoSales price: 975000Sales date: 10/17/2013Bedrooms: 2Square feet: 1099Lot size: 2391,112 San Jose Ave # IT1,2,2,1099,10/17/2013,975000,37.752714,-122.421815,Mission,5,Condominium,2001,1263982,"1,167,700",94110,53734607
11557,Address: 327 Richland Avenue, San FranciscoSales price: 980000Sales date: 10/17/2013Bedrooms: 0Square feet: 1275Lot size: 2500,327 Richland Ave,1,3,1275,10/17/2013,980000,37.735954,-122.419312,Bernal Heights,6,SingleFamily,1914,1110168,"1,214,400",94110,15163725
11559,Address: 975 Naples Street, San FranciscoSales price: 680000Sales date: 10/17/2013Bedrooms: 0Square feet: 1230Lot size: 2511,975 Naples St,2,2,1230,10/17/2013,680000,37.71443,-122.435683,Excelsior,6,SingleFamily,1926,805315,"757,400",94112,15177104
11560,Address: 62 Del Monte Street, San FranciscoSales price: 745000Sales date: 10/17/2013Bedrooms: 0Square feet: 1747Lot size: 2516,62 Del Monte St,2,4,1747,10/17/2013,745000,37.716011,-122.443662,Outer Mission,8,SingleFamily,1924,1023800,"804,400",94112,15191311
11561,Address: 4452 23rd Street, San FranciscoSales price: 1750000Sales date: 10/17/2013Bedrooms: 3Square feet: 1817Lot size: 2850,4452 23rd St,2,3,1817,04/24/2015,2050000,37.752681,-122.441799,Noe Valley,8,SingleFamily,1900,2121086,"1,751,900",94114,15131508
11562,Address: 405 Hill Street, San FranciscoSales price: 2600000Sales date: 10/17/2013Bedrooms: 3Square feet: 2835Lot size: 1912,405 Hill St,3.5,3,2835,10/17/2013,2600000,37.755347,-122.430291,Eureka Valley - Dolores Heights - Castro,8,SingleFamily,1908,4304200,"1,718,500",94114,15146227
11563,Address: 2185 Bush Street #214, San FranciscoSales price: 730000Sales date: 10/17/2013Bedrooms: 1Square feet: 773Lot size: 27617,2185 Bush St APT 214,1,1,773,10/17/2013,730000,37.78659,-122.433085,Lower Pacific Heights,4,Condominium,1984,830661,"1,146,900",94115,15075595
11564,Address: 2096 Pine Street, San FranciscoSales price: 750000Sales date: 10/17/2013Bedrooms: 1Square feet: 1239Lot size: 2333,2096 Pine St,1,1,1239,10/17/2013,750000,37.788609,-122.430241,Lower Pacific Heights,4,Condominium,1900,1190898,"1,146,900",94115,69819922
11566,Address: 60 Delmar Street, San FranciscoSales price: 1900000Sales date: 10/17/2013Bedrooms: 0Square feet: 2386Lot size: 1999,60-62 Delmar St,1,2,2386,11/06/2015,1100000,37.768062,-122.445485,Haight-Ashbury,11,Condominium,1908,1162598,"1,337,700",94117,15087212
11567,Address: 366 19th Avenue, San FranciscoSales price: 662500Sales date: 10/17/2013Bedrooms: 6Square feet: 2800Lot size: 3000,366-368 19TH Ave,2,6,2800,10/17/2013,662500,37.781083,-122.478023,Central Richmond,12,Duplex,1922,1789773,"1,480,400",94121,15091908
11568,Address: 671 45th Avenue, San FranciscoSales price: 1040000Sales date: 10/17/2013Bedrooms: 3Square feet: 1850Lot size: 2996,671 45th Ave,3,3,1850,10/17/2013,1040000,37.775847,-122.506258,Outer Richmond,9,Duplex,1900,1295017,"1,187,700",94121,15096363
11569,Address: 1458 Funston Avenue, San FranciscoSales price: 1400000Sales date: 10/17/2013Bedrooms: 4Square feet: 2874Lot size: 3000,1458-1460 Funston Ave,2,4,2874,10/17/2013,1400000,37.760896,-122.470058,Inner Sunset,11,Duplex,1947,1602429,"1,348,400",94122,15105836
11572,Address: 150 Page Street #106, San FranciscoSales price: 729000Sales date: 10/16/2013Bedrooms: 1Square feet: 816Lot size: 7200,150 Page St # 106,2,1,840,10/16/2013,729000,37.774215,-122.423425,Hayes Valley,3,Condominium,1929,796275,"1,202,900",94102,15078722
11575,Address: 737 Tehama Street #1, San FranciscoSales price: 865000Sales date: 10/16/2013Bedrooms: 2Square feet: 883Lot size: 1554,737 Tehama St # 1,2,2,977,02/02/2016,1030000,37.775184,-122.411567,South of Market,5,MultiFamily2To4,2006,1001650,"957,300",94103,79845585
11576,Address: 1160 Mission Street #807, San FranciscoSales price: 885000Sales date: 10/16/2013Bedrooms: 2Square feet: 1031Lot size: 43557,1160 Mission St UNIT 807,2,2,1031,10/16/2013,885000,37.778705,-122.412635,South of Market,4,Condominium,2008,1168249,"957,300",94103,82785874
11577,Address: 201 Harrison Street #425, San FranciscoSales price: 569000Sales date: 10/16/2013Bedrooms: 1Square feet: 572Lot size: 38449,201 Harrison St APT 425,1,1,572,10/16/2013,569000,37.787585,-122.39048,South Beach,2,Condominium,1991,664418,"1,269,100",94105,15148240
11581,Address: 451 Kansas Street #485, San FranciscoSales price: 701000Sales date: 10/16/2013Bedrooms: 1Square feet: 825Lot size: 80311,451 Kansas St UNIT 485,1,1,825,10/16/2013,701000,37.764114,-122.402984,Potrero Hill,4,Condominium,2007,909648,"1,264,000",94107,89239835
11583,Address: 88 King Street #516, San FranciscoSales price: 1210000Sales date: 10/16/2013Bedrooms: 2Square feet: 1227Lot size: 82157,88 King St APT 516,2,2,1279,10/16/2013,1210000,37.78063,-122.389635,South Beach,5,Condominium,2000,1488642,"1,269,100",94107,54854673
11586,Address: 2550 Hyde Street, San FranciscoSales price: 915000Sales date: 10/16/2013Bedrooms: 3Square feet: 1362Lot size: 9192,2550 Hyde St,1,3,1362,10/16/2013,915000,37.804438,-122.420037,Russian Hill,6,Condominium,1908,1614557,"1,608,800",94109,111923395
11588,Address: 1384 Florida Street, San FranciscoSales price: 608500Sales date: 10/16/2013Bedrooms: 0Square feet: 1320Lot size: 2500,1384-1386 Florida St,1,1,1320,10/16/2013,608500,37.749826,-122.410064,Mission,11,Duplex,1900,963594,"1,167,700",94110,15152569
11589,Address: 555 Bartlett Street #203, San FranciscoSales price: 650000Sales date: 10/16/2013Bedrooms: 1Square feet: 821Lot size: 30646,555 Bartlett St APT 203,1,1,821,10/16/2013,650000,37.748543,-122.41913,Mission,3,Condominium,2009,851158,"1,167,700",94110,111924206
11593,Address: 101 Lombard Street #414E, San FranciscoSales price: 1610000Sales date: 10/16/2013Bedrooms: 2Square feet: 1509Lot size: 113438,101 Lombard St APT 414E,2,2,1509,10/16/2013,1610000,37.80347,-122.40409,Telegraph Hill,5,Condominium,1983,1488092,"1,215,500",94111,15065072
11594,Address: 618 Sanchez Street, San FranciscoSales price: 1160000Sales date: 10/16/2013Bedrooms: 2Square feet: 1160Lot size: 2372,618 Sanchez St,2.5,2,1160,10/16/2013,1160000,37.759044,-122.430694,Eureka Valley - Dolores Heights - Castro,5,Condominium,1990,1516618,"1,718,500",94114,82785816
11595,Address: 73 Pond Street, San FranciscoSales price: 1200000Sales date: 10/16/2013Bedrooms: 0Square feet: 1080Lot size: 1716,73 Pond St,2,2,1500,10/16/2013,1200000,37.763163,-122.431998,Eureka Valley - Dolores Heights - Castro,5,Condominium,1900,1710233,"1,718,500",94114,15143735
11596,Address: 4315 25th Street, San FranciscoSales price: 1250000Sales date: 10/16/2013Bedrooms: 0Square feet: 0Lot size: 2993,4315 25th St,2,3,2996,10/16/2013,1250000,37.74929,-122.43659,Noe Valley,13,Condominium,1966,2970202,"1,751,900",94114,15181181
11597,Address: 4545 19th Street, San FranciscoSales price: 1350000Sales date: 10/16/2013Bedrooms: 3Square feet: 1822Lot size: 2926,4545 19th St,3,3,1822,10/16/2013,1350000,37.758733,-122.440017,Eureka Valley - Dolores Heights - Castro,6,Condominium,1967,1848570,"1,718,500",94114,15129551
11598,Address: 259 Dorland Street, San FranciscoSales price: 1955000Sales date: 10/16/2013Bedrooms: 3Square feet: 2105Lot size: 4242,259 Dorland St,3,3,2105,10/16/2013,1955000,37.762043,-122.429717,Eureka Valley - Dolores Heights - Castro,7,Condominium,2011,1753628,"1,718,500",94114,115828549
11599,Address: 2211 California Street #307, San FranciscoSales price: 540000Sales date: 10/16/2013Bedrooms: 1Square feet: 624Lot size: 6915,2211 California St APT 307,1,1,624,10/16/2013,540000,37.788961,-122.430971,Lower Pacific Heights,3,Condominium,1911,770297,"1,146,900",94115,15075160
11601,Address: 2063 45th Avenue, San FranciscoSales price: 660000Sales date: 10/16/2013Bedrooms: 0Square feet: 1214Lot size: 2996,2063 45th Ave,2,3,1214,12/17/2013,660000,37.748093,-122.504319,Outer Parkside,5,SingleFamily,1946,922141,"982,900",94116,15116556
11602,Address: 2101 28th Avenue, San FranciscoSales price: 1050000Sales date: 10/16/2013Bedrooms: 4Square feet: 2909Lot size: 2880,2101 28th Ave,3.5,4,2909,10/16/2013,1050000,37.748063,-122.486043,Parkside,8,SingleFamily,1953,1688690,"1,094,000",94116,15117615
11603,Address: 135 Buena Vista Terrace, San FranciscoSales price: 715000Sales date: 10/16/2013Bedrooms: 0Square feet: 919Lot size: 1441,135 Buena Vista Ter,1,1,919,10/16/2013,715000,37.769744,-122.438462,Buena Vista Park,3,Condominium,1963,923572,"1,470,700",94117,53153355
11604,Address: 1473 Waller Street, San FranciscoSales price: 1035000Sales date: 10/16/2013Bedrooms: 3Square feet: 1400Lot size: 2778,1473 Waller St,1,3,1480,10/16/2013,1035000,37.768701,-122.447814,Haight-Ashbury,6,Condominium,1904,1424914,"1,337,700",94117,69819015
11606,Address: 1108 Cabrillo Street, San FranciscoSales price: 1677000Sales date: 10/16/2013Bedrooms: 3Square feet: 1728Lot size: 2338,1108 Cabrillo St,1.5,3,1728,10/16/2013,1677000,37.775281,-122.470791,Inner Richmond,7,SingleFamily,1916,1720895,"1,679,000",94118,15098103
11607,Address: 1327 7th Avenue #6, San FranciscoSales price: 807000Sales date: 10/16/2013Bedrooms: 2Square feet: 1134Lot size: 8813,1327 7th Ave APT 6,1,2,1134,10/16/2013,807000,37.763575,-122.46418,Inner Sunset,4,Condominium,2009,1247618,"1,348,400",94122,96034546
11608,Address: 2829 Greenwich Street, San FranciscoSales price: 5850000Sales date: 10/16/2013Bedrooms: 0Square feet: 3226Lot size: 2500,2829 Greenwich St,4.5,4,3226,10/16/2013,5850000,37.797387,-122.446329,Cow Hollow,10,SingleFamily,2012,7466851,"2,134,300",94123,15080307
11609,Address: 50 Hawkins Lane, San FranciscoSales price: 600000Sales date: 10/16/2013Bedrooms: 3Square feet: 1776Lot size: 1468,50 Hawkins Ln,2,3,1776,10/16/2013,600000,37.735254,-122.38403,Bayview,7,SingleFamily,1984,784237,"719,000",94124,15153338
11614,Address: 1320 Taylor Street, San FranciscoSales price: 1600000Sales date: 10/15/2013Bedrooms: 2Square feet: 2043Lot size: 3471,1320 Taylor St,2.5,3,2043,10/17/2014,1958000,37.794695,-122.412735,Nob Hill,7,Condominium,1908,1468299,"1,440,700",94108,15067524
11615,Address: 662 Hampshire Street, San FranciscoSales price: 725000Sales date: 10/15/2013Bedrooms: 3Square feet: 1604Lot size: 2495,662 Hampshire St,3.5,3,3350,10/15/2013,725000,37.761045,-122.408421,Mission,8,SingleFamily,1900,1770855,"1,167,700",94110,15149216
11616,Address: 190 Emmet Court, San FranciscoSales price: 945000Sales date: 10/15/2013Bedrooms: 0Square feet: 1600Lot size: 5985,190 Emmet Ct,1,2,750,10/15/2013,945000,37.747056,-122.416265,Bernal Heights,4,Condominium,1908,1287520,"1,214,400",94110,15159938
11617,Address: 324 Avalon Avenue, San FranciscoSales price: 680000Sales date: 10/15/2013Bedrooms: 0Square feet: 1325Lot size: 1873,324 Avalon Ave,2,3,1350,10/15/2013,680000,37.726294,-122.429759,Excelsior,6,MultiFamily2To4,1960,812666,"757,400",94112,15169355
11619,Address: 1926 34th Avenue, San FranciscoSales price: 620000Sales date: 10/15/2013Bedrooms: 0Square feet: 800Lot size: 2996,1926 34th Ave,1,2,800,10/15/2013,620000,37.751126,-122.492047,Parkside,4,SingleFamily,1942,829306,"1,094,000",94116,15114271
11621,Address: 765 Market Street #27A, San FranciscoSales price: 7850000Sales date: 10/11/2013Bedrooms: 3Square feet: 3318Lot size: 60150,765 Market St APT 27A,3,3,1080,10/11/2013,7850000,37.786212,-122.404312,Yerba Buena,7,Condominium,2001,2212014,"993,200",94103,67395130
11622,Address: 246 2nd Street #1105, San FranciscoSales price: 710000Sales date: 10/11/2013Bedrooms: 1Square feet: 650Lot size: 12933,246 2nd St APT 1105,1,1,650,10/11/2013,710000,37.78575,-122.397404,Yerba Buena,3,Townhouse,2000,779458,"993,200",94105,53153514
11625,Address: 1200 Gough Street #10F, San FranciscoSales price: 536500Sales date: 10/11/2013Bedrooms: 1Square feet: 840Lot size: 44676,1200 Gough St APT 10F,1,1,840,10/11/2013,536500,37.78482,-122.423994,Van Ness - Civic Center,4,MultiFamily2To4,1966,791335,"839,200",94109,15077043
11626,Address: 1870 Jackson Street #702, San FranciscoSales price: 1700000Sales date: 10/11/2013Bedrooms: 3Square feet: 1900Lot size: 10104,1870 Jackson St APT 702,3,3,1900,10/11/2013,1700000,37.79386,-122.425865,Pacific Heights,6,Condominium,1931,2244370,"1,884,400",94109,15073626
11627,Address: 1999 Broadway #21, San FranciscoSales price: 2050000Sales date: 10/11/2013Bedrooms: 3Square feet: 2200Lot size: 6750,1999 Broadway APT 21,3,3,2200,10/11/2013,2050000,37.794665,-122.429717,Pacific Heights,6,Condominium,1927,2308430,"1,884,400",94109,15073076
11628,Address: 1325 Filbert Street, San FranciscoSales price: 2600000Sales date: 10/11/2013Bedrooms: 0Square feet: 2100Lot size: 1875,1325 Filbert St,2,2,2100,10/11/2013,2600000,37.799675,-122.42138,Russian Hill,6,Condominium,1912,2215985,"1,608,800",94109,15071621
11629,Address: 3776 26th Street, San FranciscoSales price: 765000Sales date: 10/11/2013Bedrooms: 0Square feet: 1071Lot size: 1375,3776-3780 26TH St,1,1,752,10/11/2013,765000,37.748825,-122.424271,Mission,4,Condominium,1910,875415,"1,167,700",94110,69815641
11630,Address: 36 Cortland Avenue, San FranciscoSales price: 825000Sales date: 10/11/2013Bedrooms: 3Square feet: 1400Lot size: 1245,36 Cortland Ave,1,3,1400,10/11/2013,825000,37.74057,-122.422132,Bernal Heights,6,SingleFamily,1910,1322114,"1,214,400",94110,15162694
11631,Address: 515 Powhattan Avenue, San FranciscoSales price: 925000Sales date: 10/11/2013Bedrooms: 0Square feet: 800Lot size: 2378,515 Powhattan Ave,1,2,800,10/11/2013,925000,37.741662,-122.413436,Bernal Heights,4,SingleFamily,1961,1396128,"1,214,400",94110,15161515
11632,Address: 164 Peralta Avenue, San FranciscoSales price: 1250000Sales date: 10/11/2013Bedrooms: 0Square feet: 1558Lot size: 4350,164 Peralta Ave,3.5,4,2160,11/14/2014,2140000,37.747225,-122.408501,Bernal Heights,8,SingleFamily,1937,1700854,"1,214,400",94110,15159808
11633,Address: 147 Andover Street, San FranciscoSales price: 1420000Sales date: 10/11/2013Bedrooms: 2Square feet: 750Lot size: 1746,147 Andover St,1,2,750,10/11/2013,1420000,37.740995,-122.416169,Bernal Heights,5,SingleFamily,1907,912625,"1,214,400",94110,15161870
11635,Address: 70 Gladstone Drive, San FranciscoSales price: 610000Sales date: 10/11/2013Bedrooms: 3Square feet: 862Lot size: 2208,70 Gladstone Dr,1,2,862,10/11/2013,610000,37.730061,-122.42052,Excelsior,4,SingleFamily,1942,746747,"757,400",94112,15165912
11639,Address: 1140 Diamond Street, San FranciscoSales price: 1300000Sales date: 10/11/2013Bedrooms: 0Square feet: 1350Lot size: 1999,1140 Diamond St,3,4,1728,10/11/2013,1300000,37.748311,-122.436303,Noe Valley,6,SingleFamily,1958,2263523,"1,751,900",94114,15181552
11641,Address: 2094 24th Avenue, San FranciscoSales price: 676000Sales date: 10/11/2013Bedrooms: 0Square feet: 800Lot size: 1437,2094 24th Ave,1,2,800,10/11/2013,676000,37.748563,-122.48123,Parkside,4,SingleFamily,1943,828068,"1,094,000",94116,15115907
11642,Address: 2555 47th Avenue, San FranciscoSales price: 680000Sales date: 10/11/2013Bedrooms: 3Square feet: 1014Lot size: 2996,2555 47th Ave,2,3,1014,10/11/2013,680000,37.738819,-122.505815,Outer Parkside,5,SingleFamily,1949,854599,"982,900",94116,15124448
11643,Address: 2771 38th Avenue, San FranciscoSales price: 850000Sales date: 10/11/2013Bedrooms: 2Square feet: 1011Lot size: 3000,2771 38th Ave,2,3,1655,12/15/2015,1175000,37.735233,-122.495898,Outer Parkside,7,SingleFamily,1948,1166381,"982,900",94116,15125969
11645,Address: 1619 Clement Street, San FranciscoSales price: 1800000Sales date: 10/11/2013Bedrooms: 0Square feet: 3400Lot size: 1873,1619-1621 Clement St,3,6,3400,10/11/2013,1800000,37.782178,-122.476703,Central Richmond,12,SingleFamily,1924,2297998,"1,480,400",94121,15091899
11646,Address: 1866 35th Avenue, San FranciscoSales price: 300000Sales date: 10/11/2013Bedrooms: 2Square feet: 1225Lot size: 2996,1866 35th Ave,1.5,2,1225,10/11/2013,300000,37.75226,-122.493204,Central Sunset,5,SingleFamily,1941,1060816,"1,111,300",94122,15113019
