data_entrada_brasil;data_cadastro;dif_dtcad_dtingr_meses;sexo;fx_etaria;pais_origem;distrito_moradia;condicoes_moradia;cidade_ingresso;cor_raca;escolaridade;situacao_migratoria;fonte_renda;sabendo_crai;demanda_1
09/05/2013;25/07/2019;74;Masculino;30 a 39 anos;Guiné-Bissau;Itaquera;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
15/11/2012;05/08/2019;80;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Aluguel ou pensão;Guarulhos;Preta;Ensino superior incompleto;Visto permanente;Trabalhador CLT;Outros;Regularização migratória
27/07/2019;06/08/2019;0;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Outros;Guarulhos;Preta;Ensino médio completo;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Vaga em Centro de Acolhida
06/11/2015;06/08/2019;45;Masculino;30 a 39 anos;Guiné-Bissau;Moóca;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
01/02/2015;06/08/2019;54;Masculino;18 a 29 anos;Guiné-Bissau;Brás;Aluguel ou pensão;Guarulhos;Preta;Não frequentou escola;Indocumentado/ Irregular;Trabalhador informal ou ambulante;Instituições ou organizações;Regularização migratória
04/08/2019;08/08/2019;0;Masculino;30 a 39 anos;Guiné-Bissau;Bela Vista;Casa de parente ou amigo;Recife;Preta;Ensino fundamental incompleto;Indocumentado/ Irregular;Desempregado;Amigos ou parentes;Regularização migratória
16/12/2016;09/08/2019;31;Masculino;30 a 39 anos;Guiné-Bissau;Sé;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
17/07/2018;12/08/2019;12;Feminino;18 a 29 anos;Guiné-Bissau;Guaianases;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
15/07/2016;12/08/2019;36;Masculino;18 a 29 anos;Guiné-Bissau;Guaianases;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
02/07/2016;13/08/2019;37;Masculino;40 a 49 anos;Guiné-Bissau;Brás;Aluguel ou pensão;Guarulhos;Preta;Outros;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
02/01/2016;13/08/2019;43;Masculino;50 a 59 anos;Guiné-Bissau;Liberdade;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Visto permanente;Trabalhador CLT;Amigos ou parentes;Regularização migratória
06/10/2015;13/08/2019;46;Masculino;18 a 29 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Visto permanente;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
01/10/2016;14/08/2019;34;Masculino;50 a 59 anos;Guiné-Bissau;Moóca;Aluguel ou pensão;Recife;Preta;Outros;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
19/04/2016;15/08/2019;39;Masculino;18 a 29 anos;Guiné-Bissau;Jaraguá;Aluguel ou pensão;Guarulhos;Preta;Ensino superior incompleto;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
28/08/2015;15/08/2019;47;Masculino;30 a 39 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Visto permanente;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
04/08/2019;16/8/19 0:00;0;Masculino;30 a 39 anos;Guiné-Bissau;Bela Vista;Casa de parente ou amigo;Recife;Preta;Ensino fundamental completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Documentos
09/07/2019;16/8/19 0:00;1;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Instituições ou organizações;Documentos
07/11/2013;16/8/19 0:00;69;Masculino;40 a 49 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Visto permanente;Trabalhador CLT;Amigos ou parentes;Regularização migratória
22/11/2012;16/8/19 0:00;80;Masculino;30 a 39 anos;Guiné-Bissau;Sé;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
10/12/2016;19/08/2019;32;Masculino;18 a 29 anos;Guiné-Bissau;Itaim Paulista;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Visto permanente;Trabalhador CLT;Amigos ou parentes;Regularização migratória
25/02/2015;20/08/2019;53;Masculino;30 a 39 anos;Guiné-Bissau;Santa Cecília;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto temporário;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
31/12/2018;21/08/2019;7;Masculino;30 a 39 anos;Guiné-Bissau;Liberdade;Centro de Acolhida;Fortaleza;Preta;Ensino médio completo;Solicitante de refúgio;Trabalhador CLT;Outros;Vaga em Centro de Acolhida
17/03/2008;21/08/2019;137;Feminino;30 a 39 anos;Guiné-Bissau;Jaraguá;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
20/11/2013;22/08/2019;69;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Casa de parente ou amigo;Fortaleza;Preta;Ensino médio completo;Visto permanente;Trabalhador CLT;Serviço público;Documentos
01/10/2016;23/08/2019;34;Masculino;50 a 59 anos;Guiné-Bissau;Moóca;Aluguel ou pensão;Recife;Não respondeu;Ensino médio incompleto;Visto permanente;Desempregado;Amigos ou parentes;Documentos
10/09/2010;23/08/2019;107;Feminino;30 a 39 anos;Guiné-Bissau;Lapa;Aluguel ou pensão;Fortaleza;Preta;Ensino superior completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
15/08/2013;28/8/19 0:00;72;Feminino;40 a 49 anos;Guiné-Bissau;Sé;Aluguel ou pensão;Fortaleza;Preta;Ensino médio incompleto;Visto permanente;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
11/10/2012;28/8/19 0:00;82;Masculino;40 a 49 anos;Guiné-Bissau;Sé;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
27/05/2016;30/08/2019;39;Masculino;18 a 29 anos;Guiné-Bissau;Liberdade;Aluguel ou pensão;Recife;Não respondeu;Ensino médio completo;Visto permanente;Trabalhador autônomo;Instituições ou organizações;Regularização migratória
28/01/2014;02/09/2019;67;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Desempregado;Instituições ou organizações;Regularização migratória
04/04/2013;02/09/2019;76;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Visto permanente;Trabalhador CLT;Instituições ou organizações;Demandas diversas
16/02/2018;03/09/2019;18;Masculino;30 a 39 anos;Guiné-Bissau;Brás;Aluguel ou pensão;Recife;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Trabalhador CLT;Amigos ou parentes;Regularização migratória
28/01/2014;04/09/2019;67;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Aluguel ou pensão;Guarulhos;Não respondeu;Ensino médio incompleto;Visto permanente;Desempregado;Instituições ou organizações;Demandas diversas
07/11/2015;09/09/2019;46;Masculino;30 a 39 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Recife;Preta;Ensino superior incompleto;Solicitante de refúgio;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
23/07/2016;10/09/2019;37;Masculino;18 a 29 anos;Guiné-Bissau;Liberdade;Aluguel ou pensão;Recife;Preta;Ensino médio incompleto;Visto permanente;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
17/07/2018;11/09/2019;13;Feminino;18 a 29 anos;Guiné-Bissau;Guaianases;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
15/07/2016;11/09/2019;37;Masculino;30 a 39 anos;Guiné-Bissau;Guaianases;Aluguel ou pensão;Fortaleza;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
20/11/2015;11/09/2019;45;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Aluguel ou pensão;Fortaleza;Não respondeu;Ensino médio completo;Solicitante de refúgio;Trabalhador autônomo;Instituições ou organizações;Demandas diversas
21/03/2013;11/09/2019;77;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Visto permanente;Trabalhador CLT;Instituições ou organizações;Regularização migratória
31/05/2009;11/09/2019;123;Masculino;40 a 49 anos;Guiné-Bissau;Ipiranga;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Visto permanente;Trabalhador CLT;Amigos ou parentes;Demandas diversas
10/04/2015;12/09/2019;53;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Trabalhador CLT;Amigos ou parentes;Regularização migratória
20/06/2013;12/09/2019;74;Masculino;30 a 39 anos;Guiné-Bissau;Liberdade;Aluguel ou pensão;Fortaleza;Preta;Ensino fundamental incompleto;Visto permanente;Trabalhador CLT;Amigos ou parentes;Regularização migratória
24/08/2018;13/09/2019;12;Masculino;18 a 29 anos;Guiné-Bissau;Liberdade;Aluguel ou pensão;Fortaleza;Preta;Ensino médio incompleto;Solicitante de refúgio;Trabalhador autônomo;Instituições ou organizações;Regularização migratória
24/08/2018;13/09/2019;12;Masculino;18 a 29 anos;Guiné-Bissau;Liberdade;Aluguel ou pensão;Fortaleza;Preta;Ensino médio incompleto;Solicitante de refúgio;Trabalhador autônomo;Instituições ou organizações;Regularização migratória
02/06/2017;13/09/2019;27;Masculino;30 a 39 anos;Guiné-Bissau;Grajaú;Aluguel ou pensão;Recife;Preta;Ensino médio completo;Visto permanente;Trabalhador CLT;Amigos ou parentes;Regularização migratória
01/09/2017;16/09/2019;24;Masculino;18 a 29 anos;Guiné-Bissau;Casa Verde;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Trabalhador CLT;Amigos ou parentes;Regularização migratória
30/07/2016;16/09/2019;37;Masculino;18 a 29 anos;Guiné-Bissau;Sé;Aluguel ou pensão;Recife;Não respondeu;Ensino médio incompleto;Visto permanente;Trabalhador CLT;Amigos ou parentes;Regularização migratória
04/02/2014;16/09/2019;67;Masculino;50 a 59 anos;Guiné-Bissau;Moóca;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
20/06/2013;18/09/2019;74;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Aluguel ou pensão;Fortaleza;Preta;Ensino médio incompleto;Visto permanente;Trabalhador CLT;Amigos ou parentes;Demandas diversas
31/08/2017;23/09/2019;24;Masculino;30 a 39 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Fortaleza;Preta;Ensino fundamental incompleto;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
31/08/2017;23/09/2019;24;Masculino;30 a 39 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Fortaleza;Preta;Ensino fundamental incompleto;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
27/08/2017;23/09/2019;24;Masculino;30 a 39 anos;Guiné-Bissau;Bela Vista;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Visto permanente;Trabalhador CLT;Amigos ou parentes;Demandas diversas
26/09/2013;23/09/2019;71;Masculino;40 a 49 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Outros;Fortaleza;Preta;Ensino médio incompleto;Visto permanente;Trabalhador CLT;Amigos ou parentes;Demandas diversas
03/01/2015;25/09/2019;56;Masculino;40 a 49 anos;Guiné-Bissau;Artur Alvim;Aluguel ou pensão;Fortaleza;Preta;Ensino superior incompleto;Solicitante de refúgio;Trabalhador CLT;Outros;Regularização migratória
22/08/2013;25/09/2019;73;Masculino;18 a 29 anos;Guiné-Bissau;Água Rasa;Aluguel ou pensão;Fortaleza;Preta;Ensino fundamental completo;Visto permanente;Trabalhador CLT;Amigos ou parentes;Regularização migratória
28/02/2013;25/09/2019;78;Masculino;30 a 39 anos;Guiné-Bissau;Brás;Aluguel ou pensão;Fortaleza;Preta;Ensino médio incompleto;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
14/08/2018;26/9/19 0:00;13;Feminino;30 a 39 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Solicitante de refúgio;Desempregado;Amigos ou parentes;Regularização migratória
29/01/2016;26/9/19 0:00;43;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
22/11/2012;30/09/2019;82;Masculino;30 a 39 anos;Guiné-Bissau;Liberdade;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
04/04/2013;01/10/2019;77;Masculino;30 a 39 anos;Guiné-Bissau;São Mateus;Aluguel ou pensão;Fortaleza;Preta;Ensino médio incompleto;Visto permanente;Trabalhador CLT;Amigos ou parentes;Regularização migratória
18/06/2012;01/10/2019;87;Masculino;30 a 39 anos;Guiné-Bissau;Liberdade;Aluguel ou pensão;Fortaleza;Preta;Ensino fundamental incompleto;Visto permanente;Trabalhador CLT;Outros;Demandas diversas
28/02/2018;02/10/2019;19;Masculino;30 a 39 anos;Guiné-Bissau;Liberdade;Centro de Acolhida;Fortaleza;Não respondeu;Ensino médio incompleto;Visto permanente;Desempregado;Instituições ou organizações;Documentos
16/09/2016;3/10/19 0:00;36;Masculino;18 a 29 anos;Guiné-Bissau;Penha;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
25/02/2019;04/10/2019;7;Masculino;18 a 29 anos;Guiné-Bissau;Sé;Casa de parente ou amigo;Fortaleza;Preta;Ensino fundamental incompleto;Solicitante de refúgio;Desempregado;Instituições ou organizações;Regularização migratória
30/04/2016;07/10/2019;41;Masculino;30 a 39 anos;Guiné-Bissau;Capão Redondo;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
07/03/2010;07/10/2019;115;Feminino;18 a 29 anos;Guiné-Bissau;Cangaíba;Casa de parente ou amigo;Guarulhos;Branca;Ensino superior completo;Solicitante de refúgio;Desempregado;Instituições ou organizações;Documentos
20/08/2005;07/10/2019;169;Masculino;40 a 49 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Aluguel ou pensão;Rio de Janeiro;Preta;Ensino médio incompleto;Visto permanente;Trabalhador informal ou ambulante;Não informado;Demandas diversas
01/03/1978;07/10/2019;499;Masculino;30 a 39 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Aluguel ou pensão;Fortaleza;Preta;Ensino médio completo;Visto permanente;Trabalhador CLT;Amigos ou parentes;Regularização migratória
24/09/2014;08/10/2019;60;Feminino;40 a 49 anos;Guiné-Bissau;Sé;Aluguel ou pensão;Fortaleza;Preta;Ensino fundamental incompleto;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
22/02/2016;09/10/2019;43;Masculino;30 a 39 anos;Guiné-Bissau;Grajaú;Aluguel ou pensão;Guarulhos;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
19/09/2017;11/10/19 0:00;24;Masculino;40 a 49 anos;Guiné-Bissau;Sé;Aluguel ou pensão;Guarulhos;Preta;Ensino fundamental incompleto;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
23/07/2016;11/10/19 0:00;38;Feminino;30 a 39 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Aluguel ou pensão;Guarulhos;Preta;Ensino médio incompleto;Visto permanente;Trabalhador CLT;Amigos ou parentes;Regularização migratória
16/09/2016;14/10/19 0:00;36;Masculino;18 a 29 anos;Guiné-Bissau;Penha;Aluguel ou pensão;Guarulhos;Não respondeu;Ensino superior completo;Visto permanente;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
04/06/2016;14/10/19 0:00;40;Feminino;30 a 39 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Aluguel ou pensão;Recife;Preta;Ensino médio completo;Visto permanente;Trabalhador autônomo;Outros;Regularização migratória
06/01/2016;14/10/19 0:00;45;Feminino;18 a 29 anos;Guiné-Bissau;Penha;Aluguel ou pensão;Guarulhos;Não respondeu;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
25/09/2015;14/10/19 0:00;48;Masculino;30 a 39 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Fortaleza;Não respondeu;Ensino médio incompleto;Visto permanente;Trabalhador CLT;Amigos ou parentes;Documentos
02/09/2015;14/10/19 0:00;49;Masculino;30 a 39 anos;Guiné-Bissau;Grajaú;Casa de parente ou amigo;Guarulhos;Não respondeu;Ensino médio completo;Visto permanente;Trabalhador CLT;Amigos ou parentes;Regularização migratória
20/01/2015;14/10/19 0:00;56;Masculino;40 a 49 anos;Guiné-Bissau;Bela Vista;Aluguel ou pensão;Guarulhos;Não respondeu;Ensino médio incompleto;Visto permanente;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
04/09/2013;14/10/19 0:00;73;Masculino;30 a 39 anos;Guiné-Bissau;Itaquera;Casa de parente ou amigo;Fortaleza;Preta;Ensino médio completo;Visto permanente;Trabalhador autônomo;Amigos ou parentes;Regularização migratória
29/12/2017;15/10/2019;21;Feminino;30 a 39 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Casa de parente ou amigo;Guarulhos;Preta;Ensino médio completo;Visto permanente;Desempregado;Amigos ou parentes;Regularização migratória
11/12/2016;15/10/2019;34;Feminino;30 a 39 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Visto permanente;Trabalhador CLT;Amigos ou parentes;Regularização migratória
16/10/2013;15/10/2019;71;Masculino;40 a 49 anos;Guiné-Bissau;Outro Município ou Recém-chegado;Aluguel ou pensão;Guarulhos;Preta;Ensino superior completo;Visto permanente;Trabalhador CLT;Amigos ou parentes;Regularização migratória
18/06/2012;15/10/2019;87;Masculino;30 a 39 anos;Guiné-Bissau;Liberdade;Aluguel ou pensão;Fortaleza;Preta;Ensino fundamental completo;Visto permanente;Trabalhador informal ou ambulante;Amigos ou parentes;Regularização migratória
